AttendanceID,StudentID,Date,Status
A20032,S1201,15-08-2025,Present
A20033,S1201,16-08-2025,Present
A20034,S1201,17-08-2025,Absent
A20035,S1201,18-08-2025,Present
A20036,S1201,19-08-2025,Present
A20037,S1201,20-08-2025,Absent
A20038,S1201,21-08-2025,Absent
A20039,S1201,22-08-2025,Present
A20040,S1201,23-08-2025,Present
A20041,S1201,24-08-2025,Absent
A20042,S1201,25-08-2025,Absent
A20043,S1201,26-08-2025,Absent
A20044,S1201,27-08-2025,Absent
A20045,S1201,28-08-2025,Present
A20046,S1201,29-08-2025,Present
A20047,S1201,30-08-2025,Present
A20048,S1201,31-08-2025,Absent
A20049,S1201,01-09-2025,Present
A20050,S1201,02-09-2025,Present
A20051,S1202,15-07-2025,Present
A20052,S1202,16-07-2025,Absent
A20053,S1202,17-07-2025,Absent
A20054,S1202,18-07-2025,Present
A20055,S1202,19-07-2025,Present
A20056,S1202,20-07-2025,Absent
A20057,S1202,21-07-2025,Absent
A20058,S1202,22-07-2025,Present
A20059,S1202,23-07-2025,Absent
A20060,S1202,24-07-2025,Absent
A20061,S1202,25-07-2025,Absent
A20062,S1202,26-07-2025,Present
A20063,S1202,27-07-2025,Present
A20064,S1202,28-07-2025,Absent
A20065,S1202,29-07-2025,Absent
A20066,S1202,30-07-2025,Absent
A20067,S1202,31-07-2025,Present
A20068,S1202,01-08-2025,Absent
A20069,S1202,02-08-2025,Absent
A20070,S1202,03-08-2025,Present
A20071,S1202,04-08-2025,Present
A20072,S1202,05-08-2025,Present
A20073,S1202,06-08-2025,Absent
A20074,S1202,07-08-2025,Present
A20075,S1202,08-08-2025,Present
A20076,S1202,09-08-2025,Present
A20077,S1202,10-08-2025,Absent
A20078,S1202,11-08-2025,Present
A20079,S1202,12-08-2025,Present
A20080,S1202,13-08-2025,Present
A20081,S1202,14-08-2025,Present
A20082,S1202,15-08-2025,Present
A20083,S1202,16-08-2025,Absent
A20084,S1202,17-08-2025,Present
A20085,S1202,18-08-2025,Absent
A20086,S1202,19-08-2025,Absent
A20087,S1202,20-08-2025,Present
A20088,S1202,21-08-2025,Present
A20089,S1202,22-08-2025,Present
A20090,S1202,23-08-2025,Present
A20091,S1202,24-08-2025,Absent
A20092,S1202,25-08-2025,Present
A20093,S1202,26-08-2025,Absent
A20094,S1202,27-08-2025,Present
A20095,S1202,28-08-2025,Absent
A20096,S1202,29-08-2025,Present
A20097,S1202,30-08-2025,Absent
A20098,S1202,31-08-2025,Absent
A20099,S1202,01-09-2025,Present
A20100,S1202,02-09-2025,Present
A20101,S1203,15-07-2025,Absent
A20102,S1203,16-07-2025,Present
A20103,S1203,17-07-2025,Present
A20104,S1203,18-07-2025,Present
A20105,S1203,19-07-2025,Absent
A20106,S1203,20-07-2025,Present
A20107,S1203,21-07-2025,Present
A20108,S1203,22-07-2025,Present
A20109,S1203,23-07-2025,Present
A20110,S1203,24-07-2025,Present
A20111,S1203,25-07-2025,Present
A20112,S1203,26-07-2025,Present
A20113,S1203,27-07-2025,Absent
A20114,S1203,28-07-2025,Absent
A20115,S1203,29-07-2025,Absent
A20116,S1203,30-07-2025,Absent
A20117,S1203,31-07-2025,Present
A20118,S1203,01-08-2025,Present
A20119,S1203,02-08-2025,Present
A20120,S1203,03-08-2025,Present
A20121,S1203,04-08-2025,Present
A20122,S1203,05-08-2025,Absent
A20123,S1203,06-08-2025,Present
A20124,S1203,07-08-2025,Absent
A20125,S1203,08-08-2025,Present
A20126,S1203,09-08-2025,Absent
A20127,S1203,10-08-2025,Present
A20128,S1203,11-08-2025,Present
A20129,S1203,12-08-2025,Present
A20130,S1203,13-08-2025,Present
A20131,S1203,14-08-2025,Absent
A20132,S1203,15-08-2025,Present
A20133,S1203,16-08-2025,Present
A20134,S1203,17-08-2025,Absent
A20135,S1203,18-08-2025,Present
A20136,S1203,19-08-2025,Present
A20137,S1203,20-08-2025,Present
A20138,S1203,21-08-2025,Present
A20139,S1203,22-08-2025,Absent
A20140,S1203,23-08-2025,Present
A20141,S1203,24-08-2025,Present
A20142,S1203,25-08-2025,Present
A20143,S1203,26-08-2025,Present
A20144,S1203,27-08-2025,Present
A20145,S1203,28-08-2025,Present
A20146,S1203,29-08-2025,Present
A20147,S1203,30-08-2025,Absent
A20148,S1203,31-08-2025,Absent
A20149,S1203,01-09-2025,Absent
A20150,S1203,02-09-2025,Absent
A20151,S1204,15-07-2025,Absent
A20152,S1204,16-07-2025,Present
A20153,S1204,17-07-2025,Present
A20154,S1204,18-07-2025,Absent
A20155,S1204,19-07-2025,Present
A20156,S1204,20-07-2025,Present
A20157,S1204,21-07-2025,Present
A20158,S1204,22-07-2025,Absent
A20159,S1204,23-07-2025,Absent
A20160,S1204,24-07-2025,Present
A20161,S1204,25-07-2025,Present
A20162,S1204,26-07-2025,Present
A20163,S1204,27-07-2025,Present
A20164,S1204,28-07-2025,Present
A20165,S1204,29-07-2025,Present
A20166,S1204,30-07-2025,Present
A20167,S1204,31-07-2025,Present
A20168,S1204,01-08-2025,Present
A20169,S1204,02-08-2025,Present
A20170,S1204,03-08-2025,Present
A20171,S1204,04-08-2025,Present
A20172,S1204,05-08-2025,Present
A20173,S1204,06-08-2025,Present
A20174,S1204,07-08-2025,Absent
A20175,S1204,08-08-2025,Absent
A20176,S1204,09-08-2025,Present
A20177,S1204,10-08-2025,Present
A20178,S1204,11-08-2025,Present
A20179,S1204,12-08-2025,Absent
A20180,S1204,13-08-2025,Absent
A20181,S1204,14-08-2025,Absent
A20182,S1204,15-08-2025,Present
A20183,S1204,16-08-2025,Present
A20184,S1204,17-08-2025,Absent
A20185,S1204,18-08-2025,Present
A20186,S1204,19-08-2025,Present
A20187,S1204,20-08-2025,Present
A20188,S1204,21-08-2025,Present
A20189,S1204,22-08-2025,Absent
A20190,S1204,23-08-2025,Present
A20191,S1204,24-08-2025,Present
A20192,S1204,25-08-2025,Present
A20193,S1204,26-08-2025,Present
A20194,S1204,27-08-2025,Present
A20195,S1204,28-08-2025,Present
A20196,S1204,29-08-2025,Present
A20197,S1204,30-08-2025,Absent
A20198,S1204,31-08-2025,Present
A20199,S1204,01-09-2025,Present
A20200,S1204,02-09-2025,Present
A20201,S1205,15-07-2025,Absent
A20202,S1205,16-07-2025,Present
A20203,S1205,17-07-2025,Present
A20204,S1205,18-07-2025,Absent
A20205,S1205,19-07-2025,Present
A20206,S1205,20-07-2025,Present
A20207,S1205,21-07-2025,Present
A20208,S1205,22-07-2025,Present
A20209,S1205,23-07-2025,Present
A20210,S1205,24-07-2025,Present
A20211,S1205,25-07-2025,Present
A20212,S1205,26-07-2025,Present
A20213,S1205,27-07-2025,Present
A20214,S1205,28-07-2025,Present
A20215,S1205,29-07-2025,Present
A20216,S1205,30-07-2025,Present
A20217,S1205,31-07-2025,Present
A20218,S1205,01-08-2025,Absent
A20219,S1205,02-08-2025,Present
A20220,S1205,03-08-2025,Present
A20221,S1205,04-08-2025,Present
A20222,S1205,05-08-2025,Present
A20223,S1205,06-08-2025,Present
A20224,S1205,07-08-2025,Present
A20225,S1205,08-08-2025,Present
A20226,S1205,09-08-2025,Present
A20227,S1205,10-08-2025,Present
A20228,S1205,11-08-2025,Absent
A20229,S1205,12-08-2025,Present
A20230,S1205,13-08-2025,Present
A20231,S1205,14-08-2025,Present
A20232,S1205,15-08-2025,Absent
A20233,S1205,16-08-2025,Present
A20234,S1205,17-08-2025,Present
A20235,S1205,18-08-2025,Present
A20236,S1205,19-08-2025,Absent
A20237,S1205,20-08-2025,Present
A20238,S1205,21-08-2025,Present
A20239,S1205,22-08-2025,Present
A20240,S1205,23-08-2025,Absent
A20241,S1205,24-08-2025,Present
A20242,S1205,25-08-2025,Absent
A20243,S1205,26-08-2025,Present
A20244,S1205,27-08-2025,Present
A20245,S1205,28-08-2025,Present
A20246,S1205,29-08-2025,Present
A20247,S1205,30-08-2025,Present
A20248,S1205,31-08-2025,Absent
A20249,S1205,01-09-2025,Present
A20250,S1205,02-09-2025,Present
A20251,S1206,15-07-2025,Absent
A20252,S1206,16-07-2025,Present
A20253,S1206,17-07-2025,Present
A20254,S1206,18-07-2025,Present
A20255,S1206,19-07-2025,Present
A20256,S1206,20-07-2025,Present
A20257,S1206,21-07-2025,Absent
A20258,S1206,22-07-2025,Present
A20259,S1206,23-07-2025,Present
A20260,S1206,24-07-2025,Present
A20261,S1206,25-07-2025,Absent
A20262,S1206,26-07-2025,Present
A20263,S1206,27-07-2025,Present
A20264,S1206,28-07-2025,Present
A20265,S1206,29-07-2025,Absent
A20266,S1206,30-07-2025,Present
A20267,S1206,31-07-2025,Present
A20268,S1206,01-08-2025,Present
A20269,S1206,02-08-2025,Present
A20270,S1206,03-08-2025,Present
A20271,S1206,04-08-2025,Present
A20272,S1206,05-08-2025,Absent
A20273,S1206,06-08-2025,Present
A20274,S1206,07-08-2025,Absent
A20275,S1206,08-08-2025,Present
A20276,S1206,09-08-2025,Absent
A20277,S1206,10-08-2025,Absent
A20278,S1206,11-08-2025,Present
A20279,S1206,12-08-2025,Present
A20280,S1206,13-08-2025,Present
A20281,S1206,14-08-2025,Absent
A20282,S1206,15-08-2025,Present
A20283,S1206,16-08-2025,Present
A20284,S1206,17-08-2025,Present
A20285,S1206,18-08-2025,Present
A20286,S1206,19-08-2025,Present
A20287,S1206,20-08-2025,Present
A20288,S1206,21-08-2025,Present
A20289,S1206,22-08-2025,Present
A20290,S1206,23-08-2025,Present
A20291,S1206,24-08-2025,Absent
A20292,S1206,25-08-2025,Present
A20293,S1206,26-08-2025,Present
A20294,S1206,27-08-2025,Present
A20295,S1206,28-08-2025,Present
A20296,S1206,29-08-2025,Absent
A20297,S1206,30-08-2025,Present
A20298,S1206,31-08-2025,Present
A20299,S1206,01-09-2025,Present
A20300,S1206,02-09-2025,Present
A20301,S1207,15-07-2025,Present
A20302,S1207,16-07-2025,Present
A20303,S1207,17-07-2025,Present
A20304,S1207,18-07-2025,Absent
A20305,S1207,19-07-2025,Present
A20306,S1207,20-07-2025,Present
A20307,S1207,21-07-2025,Present
A20308,S1207,22-07-2025,Present
A20309,S1207,23-07-2025,Present
A20310,S1207,24-07-2025,Present
A20311,S1207,25-07-2025,Present
A20312,S1207,26-07-2025,Present
A20313,S1207,27-07-2025,Present
A20314,S1207,28-07-2025,Present
A20315,S1207,29-07-2025,Present
A20316,S1207,30-07-2025,Present
A20317,S1207,31-07-2025,Present
A20318,S1207,01-08-2025,Present
A20319,S1207,02-08-2025,Present
A20320,S1207,03-08-2025,Present
A20321,S1207,04-08-2025,Present
A20322,S1207,05-08-2025,Present
A20323,S1207,06-08-2025,Present
A20324,S1207,07-08-2025,Present
A20325,S1207,08-08-2025,Present
A20326,S1207,09-08-2025,Present
A20327,S1207,10-08-2025,Present
A20328,S1207,11-08-2025,Present
A20329,S1207,12-08-2025,Present
A20330,S1207,13-08-2025,Present
A20331,S1207,14-08-2025,Present
A20332,S1207,15-08-2025,Present
A20333,S1207,16-08-2025,Present
A20334,S1207,17-08-2025,Present
A20335,S1207,18-08-2025,Present
A20336,S1207,19-08-2025,Present
A20337,S1207,20-08-2025,Present
A20338,S1207,21-08-2025,Present
A20339,S1207,22-08-2025,Present
A20340,S1207,23-08-2025,Present
A20341,S1207,24-08-2025,Absent
A20342,S1207,25-08-2025,Present
A20343,S1207,26-08-2025,Present
A20344,S1207,27-08-2025,Present
A20345,S1207,28-08-2025,Present
A20346,S1207,29-08-2025,Present
A20347,S1207,30-08-2025,Present
A20348,S1207,31-08-2025,Present
A20349,S1207,01-09-2025,Present
A20350,S1207,02-09-2025,Present
A20351,S1208,15-07-2025,Present
A20352,S1208,16-07-2025,Present
A20353,S1208,17-07-2025,Absent
A20354,S1208,18-07-2025,Present
A20355,S1208,19-07-2025,Present
A20356,S1208,20-07-2025,Present
A20357,S1208,21-07-2025,Present
A20358,S1208,22-07-2025,Present
A20359,S1208,23-07-2025,Present
A20360,S1208,24-07-2025,Absent
A20361,S1208,25-07-2025,Present
A20362,S1208,26-07-2025,Present
A20363,S1208,27-07-2025,Present
A20364,S1208,28-07-2025,Present
A20365,S1208,29-07-2025,Present
A20366,S1208,30-07-2025,Absent
A20367,S1208,31-07-2025,Present
A20368,S1208,01-08-2025,Present
A20369,S1208,02-08-2025,Present
A20370,S1208,03-08-2025,Present
A20371,S1208,04-08-2025,Present
A20372,S1208,05-08-2025,Present
A20373,S1208,06-08-2025,Present
A20374,S1208,07-08-2025,Present
A20375,S1208,08-08-2025,Present
A20376,S1208,09-08-2025,Present
A20377,S1208,10-08-2025,Present
A20378,S1208,11-08-2025,Present
A20379,S1208,12-08-2025,Present
A20380,S1208,13-08-2025,Present
A20381,S1208,14-08-2025,Present
A20382,S1208,15-08-2025,Present
A20383,S1208,16-08-2025,Present
A20384,S1208,17-08-2025,Present
A20385,S1208,18-08-2025,Present
A20386,S1208,19-08-2025,Present
A20387,S1208,20-08-2025,Present
A20388,S1208,21-08-2025,Present
A20389,S1208,22-08-2025,Present
A20390,S1208,23-08-2025,Present
A20391,S1208,24-08-2025,Present
A20392,S1208,25-08-2025,Present
A20393,S1208,26-08-2025,Present
A20394,S1208,27-08-2025,Present
A20395,S1208,28-08-2025,Present
A20396,S1208,29-08-2025,Present
A20397,S1208,30-08-2025,Present
A20398,S1208,31-08-2025,Absent
A20399,S1208,01-09-2025,Present
A20400,S1208,02-09-2025,Present
A20401,S1209,15-07-2025,Present
A20402,S1209,16-07-2025,Present
A20403,S1209,17-07-2025,Absent
A20404,S1209,18-07-2025,Present
A20405,S1209,19-07-2025,Present
A20406,S1209,20-07-2025,Present
A20407,S1209,21-07-2025,Present
A20408,S1209,22-07-2025,Present
A20409,S1209,23-07-2025,Present
A20410,S1209,24-07-2025,Present
A20411,S1209,25-07-2025,Present
A20412,S1209,26-07-2025,Present
A20413,S1209,27-07-2025,Present
A20414,S1209,28-07-2025,Present
A20415,S1209,29-07-2025,Present
A20416,S1209,30-07-2025,Present
A20417,S1209,31-07-2025,Present
A20418,S1209,01-08-2025,Present
A20419,S1209,02-08-2025,Present
A20420,S1209,03-08-2025,Present
A20421,S1209,04-08-2025,Present
A20422,S1209,05-08-2025,Present
A20423,S1209,06-08-2025,Present
A20424,S1209,07-08-2025,Present
A20425,S1209,08-08-2025,Present
A20426,S1209,09-08-2025,Present
A20427,S1209,10-08-2025,Present
A20428,S1209,11-08-2025,Present
A20429,S1209,12-08-2025,Absent
A20430,S1209,13-08-2025,Present
A20431,S1209,14-08-2025,Present
A20432,S1209,15-08-2025,Present
A20433,S1209,16-08-2025,Present
A20434,S1209,17-08-2025,Present
A20435,S1209,18-08-2025,Present
A20436,S1209,19-08-2025,Present
A20437,S1209,20-08-2025,Present
A20438,S1209,21-08-2025,Present
A20439,S1209,22-08-2025,Present
A20440,S1209,23-08-2025,Present
A20441,S1209,24-08-2025,Present
A20442,S1209,25-08-2025,Present
A20443,S1209,26-08-2025,Present
A20444,S1209,27-08-2025,Present
A20445,S1209,28-08-2025,Present
A20446,S1209,29-08-2025,Absent
A20447,S1209,30-08-2025,Present
A20448,S1209,31-08-2025,Present
A20449,S1209,01-09-2025,Present
A20450,S1209,02-09-2025,Present
A20451,S1210,15-07-2025,Present
A20452,S1210,16-07-2025,Present
A20453,S1210,17-07-2025,Present
A20454,S1210,18-07-2025,Present
A20455,S1210,19-07-2025,Present
A20456,S1210,20-07-2025,Present
A20457,S1210,21-07-2025,Present
A20458,S1210,22-07-2025,Present
A20459,S1210,23-07-2025,Present
A20460,S1210,24-07-2025,Present
A20461,S1210,25-07-2025,Present
A20462,S1210,26-07-2025,Present
A20463,S1210,27-07-2025,Present
A20464,S1210,28-07-2025,Absent
A20465,S1210,29-07-2025,Present
A20466,S1210,30-07-2025,Present
A20467,S1210,31-07-2025,Present
A20468,S1210,01-08-2025,Present
A20469,S1210,02-08-2025,Present
A20470,S1210,03-08-2025,Present
A20471,S1210,04-08-2025,Present
A20472,S1210,05-08-2025,Present
A20473,S1210,06-08-2025,Present
A20474,S1210,07-08-2025,Present
A20475,S1210,08-08-2025,Present
A20476,S1210,09-08-2025,Present
A20477,S1210,10-08-2025,Present
A20478,S1210,11-08-2025,Present
A20479,S1210,12-08-2025,Present
A20480,S1210,13-08-2025,Present
A20481,S1210,14-08-2025,Present
A20482,S1210,15-08-2025,Present
A20483,S1210,16-08-2025,Present
A20484,S1210,17-08-2025,Present
A20485,S1210,18-08-2025,Present
A20486,S1210,19-08-2025,Present
A20487,S1210,20-08-2025,Present
A20488,S1210,21-08-2025,Present
A20489,S1210,22-08-2025,Present
A20490,S1210,23-08-2025,Present
A20491,S1210,24-08-2025,Present
A20492,S1210,25-08-2025,Present
A20493,S1210,26-08-2025,Present
A20494,S1210,27-08-2025,Present
A20495,S1210,28-08-2025,Present
A20496,S1210,29-08-2025,Present
A20497,S1210,30-08-2025,Present
A20498,S1210,31-08-2025,Present
A20499,S1210,01-09-2025,Present
A20500,S1210,02-09-2025,Present
A20501,S1211,15-07-2025,Present
A20502,S1211,16-07-2025,Absent
A20503,S1211,17-07-2025,Present
A20504,S1211,18-07-2025,Present
A20505,S1211,19-07-2025,Present
A20506,S1211,20-07-2025,Present
A20507,S1211,21-07-2025,Present
A20508,S1211,22-07-2025,Present
A20509,S1211,23-07-2025,Present
A20510,S1211,24-07-2025,Present
A20511,S1211,25-07-2025,Present
A20512,S1211,26-07-2025,Present
A20513,S1211,27-07-2025,Present
A20514,S1211,28-07-2025,Present
A20515,S1211,29-07-2025,Present
A20516,S1211,30-07-2025,Present
A20517,S1211,31-07-2025,Present
A20518,S1211,01-08-2025,Present
A20519,S1211,02-08-2025,Present
A20520,S1211,03-08-2025,Present
A20521,S1211,04-08-2025,Present
A20522,S1211,05-08-2025,Present
A20523,S1211,06-08-2025,Present
A20524,S1211,07-08-2025,Present
A20525,S1211,08-08-2025,Absent
A20526,S1211,09-08-2025,Present
A20527,S1211,10-08-2025,Present
A20528,S1211,11-08-2025,Present
A20529,S1211,12-08-2025,Present
A20530,S1211,13-08-2025,Present
A20531,S1211,14-08-2025,Present
A20532,S1211,15-08-2025,Present
A20533,S1211,16-08-2025,Present
A20534,S1211,17-08-2025,Present
A20535,S1211,18-08-2025,Present
A20536,S1211,19-08-2025,Present
A20537,S1211,20-08-2025,Present
A20538,S1211,21-08-2025,Present
A20539,S1211,22-08-2025,Absent
A20540,S1211,23-08-2025,Present
A20541,S1211,24-08-2025,Present
A20542,S1211,25-08-2025,Absent
A20543,S1211,26-08-2025,Present
A20544,S1211,27-08-2025,Present
A20545,S1211,28-08-2025,Present
A20546,S1211,29-08-2025,Present
A20547,S1211,30-08-2025,Present
A20548,S1211,31-08-2025,Present
A20549,S1211,01-09-2025,Present
A20550,S1211,02-09-2025,Present
A20551,S1212,15-07-2025,Present
A20552,S1212,16-07-2025,Absent
A20553,S1212,17-07-2025,Absent
A20554,S1212,18-07-2025,Present
A20555,S1212,19-07-2025,Present
A20556,S1212,20-07-2025,Present
A20557,S1212,21-07-2025,Present
A20558,S1212,22-07-2025,Absent
A20559,S1212,23-07-2025,Present
A20560,S1212,24-07-2025,Present
A20561,S1212,25-07-2025,Absent
A20562,S1212,26-07-2025,Present
A20563,S1212,27-07-2025,Present
A20564,S1212,28-07-2025,Present
A20565,S1212,29-07-2025,Present
A20566,S1212,30-07-2025,Present
A20567,S1212,31-07-2025,Present
A20568,S1212,01-08-2025,Present
A20569,S1212,02-08-2025,Absent
A20570,S1212,03-08-2025,Present
A20571,S1212,04-08-2025,Present
A20572,S1212,05-08-2025,Present
A20573,S1212,06-08-2025,Present
A20574,S1212,07-08-2025,Present
A20575,S1212,08-08-2025,Present
A20576,S1212,09-08-2025,Absent
A20577,S1212,10-08-2025,Present
A20578,S1212,11-08-2025,Present
A20579,S1212,12-08-2025,Present
A20580,S1212,13-08-2025,Present
A20581,S1212,14-08-2025,Present
A20582,S1212,15-08-2025,Absent
A20583,S1212,16-08-2025,Present
A20584,S1212,17-08-2025,Present
A20585,S1212,18-08-2025,Present
A20586,S1212,19-08-2025,Present
A20587,S1212,20-08-2025,Present
A20588,S1212,21-08-2025,Present
A20589,S1212,22-08-2025,Absent
A20590,S1212,23-08-2025,Present
A20591,S1212,24-08-2025,Present
A20592,S1212,25-08-2025,Present
A20593,S1212,26-08-2025,Present
A20594,S1212,27-08-2025,Present
A20595,S1212,28-08-2025,Present
A20596,S1212,29-08-2025,Present
A20597,S1212,30-08-2025,Present
A20598,S1212,31-08-2025,Present
A20599,S1212,01-09-2025,Present
A20600,S1212,02-09-2025,Absent
A20601,S1213,15-07-2025,Absent
A20602,S1213,16-07-2025,Present
A20603,S1213,17-07-2025,Absent
A20604,S1213,18-07-2025,Present
A20605,S1213,19-07-2025,Present
A20606,S1213,20-07-2025,Present
A20607,S1213,21-07-2025,Present
A20608,S1213,22-07-2025,Present
A20609,S1213,23-07-2025,Present
A20610,S1213,24-07-2025,Absent
A20611,S1213,25-07-2025,Present
A20612,S1213,26-07-2025,Absent
A20613,S1213,27-07-2025,Present
A20614,S1213,28-07-2025,Present
A20615,S1213,29-07-2025,Absent
A20616,S1213,30-07-2025,Absent
A20617,S1213,31-07-2025,Present
A20618,S1213,01-08-2025,Absent
A20619,S1213,02-08-2025,Present
A20620,S1213,03-08-2025,Present
A20621,S1213,04-08-2025,Present
A20622,S1213,05-08-2025,Absent
A20623,S1213,06-08-2025,Absent
A20624,S1213,07-08-2025,Absent
A20625,S1213,08-08-2025,Absent
A20626,S1213,09-08-2025,Present
A20627,S1213,10-08-2025,Present
A20628,S1213,11-08-2025,Present
A20629,S1213,12-08-2025,Present
A20630,S1213,13-08-2025,Absent
A20631,S1213,14-08-2025,Present
A20632,S1213,15-08-2025,Present
A20633,S1213,16-08-2025,Present
A20634,S1213,17-08-2025,Present
A20635,S1213,18-08-2025,Absent
A20636,S1213,19-08-2025,Present
A20637,S1213,20-08-2025,Absent
A20638,S1213,21-08-2025,Present
A20639,S1213,22-08-2025,Present
A20640,S1213,23-08-2025,Absent
A20641,S1213,24-08-2025,Absent
A20642,S1213,25-08-2025,Present
A20643,S1213,26-08-2025,Absent
A20644,S1213,27-08-2025,Present
A20645,S1213,28-08-2025,Present
A20646,S1213,29-08-2025,Present
A20647,S1213,30-08-2025,Present
A20648,S1213,31-08-2025,Absent
A20649,S1213,01-09-2025,Absent
A20650,S1213,02-09-2025,Present
A20651,S1214,15-07-2025,Present
A20652,S1214,16-07-2025,Present
A20653,S1214,17-07-2025,Present
A20654,S1214,18-07-2025,Present
A20655,S1214,19-07-2025,Present
A20656,S1214,20-07-2025,Present
A20657,S1214,21-07-2025,Present
A20658,S1214,22-07-2025,Absent
A20659,S1214,23-07-2025,Absent
A20660,S1214,24-07-2025,Present
A20661,S1214,25-07-2025,Present
A20662,S1214,26-07-2025,Present
A20663,S1214,27-07-2025,Absent
A20664,S1214,28-07-2025,Present
A20665,S1214,29-07-2025,Present
A20666,S1214,30-07-2025,Present
A20667,S1214,31-07-2025,Present
A20668,S1214,01-08-2025,Absent
A20669,S1214,02-08-2025,Present
A20670,S1214,03-08-2025,Absent
A20671,S1214,04-08-2025,Absent
A20672,S1214,05-08-2025,Present
A20673,S1214,06-08-2025,Present
A20674,S1214,07-08-2025,Present
A20675,S1214,08-08-2025,Present
A20676,S1214,09-08-2025,Present
A20677,S1214,10-08-2025,Present
A20678,S1214,11-08-2025,Present
A20679,S1214,12-08-2025,Present
A20680,S1214,13-08-2025,Present
A20681,S1214,14-08-2025,Present
A20682,S1214,15-08-2025,Present
A20683,S1214,16-08-2025,Present
A20684,S1214,17-08-2025,Present
A20685,S1214,18-08-2025,Present
A20686,S1214,19-08-2025,Present
A20687,S1214,20-08-2025,Present
A20688,S1214,21-08-2025,Present
A20689,S1214,22-08-2025,Present
A20690,S1214,23-08-2025,Present
A20691,S1214,24-08-2025,Absent
A20692,S1214,25-08-2025,Present
A20693,S1214,26-08-2025,Present
A20694,S1214,27-08-2025,Present
A20695,S1214,28-08-2025,Present
A20696,S1214,29-08-2025,Present
A20697,S1214,30-08-2025,Present
A20698,S1214,31-08-2025,Present
A20699,S1214,01-09-2025,Present
A20700,S1214,02-09-2025,Present
A20701,S1215,15-07-2025,Present
A20702,S1215,16-07-2025,Present
A20703,S1215,17-07-2025,Present
A20704,S1215,18-07-2025,Present
A20705,S1215,19-07-2025,Absent
A20706,S1215,20-07-2025,Present
A20707,S1215,21-07-2025,Absent
A20708,S1215,22-07-2025,Present
A20709,S1215,23-07-2025,Absent
A20710,S1215,24-07-2025,Present
A20711,S1215,25-07-2025,Present
A20712,S1215,26-07-2025,Absent
A20713,S1215,27-07-2025,Present
A20714,S1215,28-07-2025,Present
A20715,S1215,29-07-2025,Present
A20716,S1215,30-07-2025,Present
A20717,S1215,31-07-2025,Present
A20718,S1215,01-08-2025,Present
A20719,S1215,02-08-2025,Absent
A20720,S1215,03-08-2025,Present
A20721,S1215,04-08-2025,Present
A20722,S1215,05-08-2025,Present
A20723,S1215,06-08-2025,Absent
A20724,S1215,07-08-2025,Present
A20725,S1215,08-08-2025,Absent
A20726,S1215,09-08-2025,Present
A20727,S1215,10-08-2025,Absent
A20728,S1215,11-08-2025,Present
A20729,S1215,12-08-2025,Absent
A20730,S1215,13-08-2025,Present
A20731,S1215,14-08-2025,Present
A20732,S1215,15-08-2025,Absent
A20733,S1215,16-08-2025,Absent
A20734,S1215,17-08-2025,Present
A20735,S1215,18-08-2025,Present
A20736,S1215,19-08-2025,Present
A20737,S1215,20-08-2025,Present
A20738,S1215,21-08-2025,Present
A20739,S1215,22-08-2025,Absent
A20740,S1215,23-08-2025,Present
A20741,S1215,24-08-2025,Present
A20742,S1215,25-08-2025,Present
A20743,S1215,26-08-2025,Present
A20744,S1215,27-08-2025,Present
A20745,S1215,28-08-2025,Present
A20746,S1215,29-08-2025,Present
A20747,S1215,30-08-2025,Present
A20748,S1215,31-08-2025,Present
A20749,S1215,01-09-2025,Present
A20750,S1215,02-09-2025,Present
A20751,S1216,15-07-2025,Present
A20752,S1216,16-07-2025,Present
A20753,S1216,17-07-2025,Absent
A20754,S1216,18-07-2025,Absent
A20755,S1216,19-07-2025,Present
A20756,S1216,20-07-2025,Present
A20757,S1216,21-07-2025,Present
A20758,S1216,22-07-2025,Present
A20759,S1216,23-07-2025,Absent
A20760,S1216,24-07-2025,Absent
A20761,S1216,25-07-2025,Present
A20762,S1216,26-07-2025,Absent
A20763,S1216,27-07-2025,Present
A20764,S1216,28-07-2025,Present
A20765,S1216,29-07-2025,Present
A20766,S1216,30-07-2025,Present
A20767,S1216,31-07-2025,Absent
A20768,S1216,01-08-2025,Present
A20769,S1216,02-08-2025,Present
A20770,S1216,03-08-2025,Present
A20771,S1216,04-08-2025,Present
A20772,S1216,05-08-2025,Present
A20773,S1216,06-08-2025,Present
A20774,S1216,07-08-2025,Present
A20775,S1216,08-08-2025,Present
A20776,S1216,09-08-2025,Present
A20777,S1216,10-08-2025,Present
A20778,S1216,11-08-2025,Present
A20779,S1216,12-08-2025,Present
A20780,S1216,13-08-2025,Present
A20781,S1216,14-08-2025,Present
A20782,S1216,15-08-2025,Present
A20783,S1216,16-08-2025,Present
A20784,S1216,17-08-2025,Present
A20785,S1216,18-08-2025,Present
A20786,S1216,19-08-2025,Present
A20787,S1216,20-08-2025,Absent
A20788,S1216,21-08-2025,Present
A20789,S1216,22-08-2025,Present
A20790,S1216,23-08-2025,Absent
A20791,S1216,24-08-2025,Present
A20792,S1216,25-08-2025,Present
A20793,S1216,26-08-2025,Absent
A20794,S1216,27-08-2025,Present
A20795,S1216,28-08-2025,Present
A20796,S1216,29-08-2025,Present
A20797,S1216,30-08-2025,Present
A20798,S1216,31-08-2025,Present
A20799,S1216,01-09-2025,Present
