AssessmentID,StudentID,SubjectID,TestName,MaxMarks,MarksObtained
T2593,S1149,ECE101,Internal 1,100,87
T2594,S1149,ECE105,Internal 2,100,87
T2595,S1149,ECE101,Model Exam,100,87
T2596,S1149,ECE103,Final Internal,100,87
T2597,S1150,ECE104,Internal 1,100,74
T2598,S1150,ECE104,Internal 2,100,74
T2599,S1150,ECE102,Model Exam,100,74
T2600,S1150,ECE104,Final Internal,100,74
T2601,S1151,CSE105,Internal 1,100,63
T2602,S1151,CSE105,Internal 2,100,63
T2603,S1151,CSE102,Model Exam,100,63
T2604,S1151,CSE104,Final Internal,100,63
T2605,S1152,CIVIL101,Internal 1,100,89
T2606,S1152,CIVIL102,Internal 2,100,89
T2607,S1152,CIVIL102,Model Exam,100,89
T2608,S1152,CIVIL102,Final Internal,100,89
T2609,S1153,CSE105,Internal 1,100,92
T2610,S1153,CSE105,Internal 2,100,92
T2611,S1153,CSE105,Model Exam,100,92
T2612,S1153,CSE101,Final Internal,100,92
T2613,S1154,CIVIL103,Internal 1,100,88
T2614,S1154,CIVIL104,Internal 2,100,88
T2615,S1154,CIVIL103,Model Exam,100,88
T2616,S1154,CIVIL102,Final Internal,100,88
T2617,S1155,ECE102,Internal 1,100,87
T2618,S1155,ECE101,Internal 2,100,87
T2619,S1155,ECE101,Model Exam,100,87
T2620,S1155,ECE102,Final Internal,100,87
T2621,S1156,CSE105,Internal 1,100,83
T2622,S1156,CSE101,Internal 2,100,83
T2623,S1156,CSE101,Model Exam,100,83
T2624,S1156,CSE102,Final Internal,100,83
T2625,S1157,CIVIL103,Internal 1,100,69
T2626,S1157,CIVIL103,Internal 2,100,69
T2627,S1157,CIVIL103,Model Exam,100,69
T2628,S1157,CIVIL102,Final Internal,100,69
T2629,S1158,ECE102,Internal 1,100,65
T2630,S1158,ECE104,Internal 2,100,65
T2631,S1158,ECE103,Model Exam,100,65
T2632,S1158,ECE101,Final Internal,100,65
T2633,S1159,CSE105,Internal 1,100,66
T2634,S1159,CSE105,Internal 2,100,66
T2635,S1159,CSE102,Model Exam,100,66
T2636,S1159,CSE103,Final Internal,100,66
T2637,S1160,EEE101,Internal 1,100,58
T2638,S1160,EEE104,Internal 2,100,58
T2639,S1160,EEE105,Model Exam,100,58
T2640,S1160,EEE101,Final Internal,100,58
T2641,S1161,EEE101,Internal 1,100,78
T2642,S1161,EEE101,Internal 2,100,78
T2643,S1161,EEE102,Model Exam,100,78
T2644,S1161,EEE101,Final Internal,100,78
T2645,S1162,MECH101,Internal 1,100,77
T2646,S1162,MECH102,Internal 2,100,77
T2647,S1162,MECH102,Model Exam,100,77
T2648,S1162,MECH103,Final Internal,100,77
T2649,S1163,EEE104,Internal 1,100,40
T2650,S1163,EEE105,Internal 2,100,38
T2651,S1163,EEE105,Model Exam,100,35
T2652,S1163,EEE101,Final Internal,100,35
T2653,S1164,CIVIL105,Internal 1,100,50
T2654,S1164,CIVIL102,Internal 2,100,47
T2655,S1164,CIVIL103,Model Exam,100,42
T2656,S1164,CIVIL104,Final Internal,100,40
T2657,S1165,CIVIL104,Internal 1,100,67
T2658,S1165,CIVIL101,Internal 2,100,67
T2659,S1165,CIVIL102,Model Exam,100,67
T2660,S1165,CIVIL101,Final Internal,100,67
T2661,S1166,EEE101,Internal 1,100,83
T2662,S1166,EEE105,Internal 2,100,83
T2663,S1166,EEE105,Model Exam,100,83
T2664,S1166,EEE103,Final Internal,100,83
T2665,S1167,CIVIL104,Internal 1,100,69
T2666,S1167,CIVIL104,Internal 2,100,69
T2667,S1167,CIVIL101,Model Exam,100,69
T2668,S1167,CIVIL102,Final Internal,100,69
T2669,S1168,MECH105,Internal 1,100,66
T2670,S1168,MECH101,Internal 2,100,66
T2671,S1168,MECH103,Model Exam,100,66
T2672,S1168,MECH102,Final Internal,100,66
T2673,S1169,CIVIL104,Internal 1,100,35
T2674,S1169,CIVIL103,Internal 2,100,35
T2675,S1169,CIVIL103,Model Exam,100,35
T2676,S1169,CIVIL105,Final Internal,100,35
T2677,S1170,MECH101,Internal 1,100,70
T2678,S1170,MECH102,Internal 2,100,70
T2679,S1170,MECH104,Model Exam,100,70
T2680,S1170,MECH103,Final Internal,100,70
T2681,S1171,EEE105,Internal 1,100,35
T2682,S1171,EEE101,Internal 2,100,35
T2683,S1171,EEE103,Model Exam,100,35
T2684,S1171,EEE103,Final Internal,100,35
T2685,S1172,ECE102,Internal 1,100,56
T2686,S1172,ECE103,Internal 2,100,53
T2687,S1172,ECE101,Model Exam,100,48
T2688,S1172,ECE104,Final Internal,100,45
T2689,S1173,CIVIL101,Internal 1,100,41
T2690,S1173,CIVIL104,Internal 2,100,41
T2691,S1173,CIVIL101,Model Exam,100,41
T2692,S1173,CIVIL105,Final Internal,100,41
T2693,S1174,ECE104,Internal 1,100,68
T2694,S1174,ECE101,Internal 2,100,68
T2695,S1174,ECE105,Model Exam,100,68
T2696,S1174,ECE104,Final Internal,100,68
T2697,S1175,CIVIL103,Internal 1,100,35
T2698,S1175,CIVIL101,Internal 2,100,35
T2699,S1175,CIVIL105,Model Exam,100,35
T2700,S1175,CIVIL101,Final Internal,100,35
T2701,S1176,CIVIL102,Internal 1,100,49
T2702,S1176,CIVIL102,Internal 2,100,44
T2703,S1176,CIVIL103,Model Exam,100,39
T2704,S1176,CIVIL104,Final Internal,100,35
T2705,S1177,CIVIL103,Internal 1,100,81
T2706,S1177,CIVIL105,Internal 2,100,81
T2707,S1177,CIVIL104,Model Exam,100,81
T2708,S1177,CIVIL101,Final Internal,100,81
T2709,S1178,CSE101,Internal 1,100,93
T2710,S1178,CSE101,Internal 2,100,93
T2711,S1178,CSE105,Model Exam,100,93
T2712,S1178,CSE105,Final Internal,100,93
T2713,S1179,EEE102,Internal 1,100,51
T2714,S1179,EEE101,Internal 2,100,48
T2715,S1179,EEE102,Model Exam,100,43
T2716,S1179,EEE105,Final Internal,100,41
T2717,S1180,CIVIL105,Internal 1,100,65
T2718,S1180,CIVIL101,Internal 2,100,65
T2719,S1180,CIVIL101,Model Exam,100,65
T2720,S1180,CIVIL101,Final Internal,100,65
T2721,S1181,CIVIL102,Internal 1,100,71
T2722,S1181,CIVIL104,Internal 2,100,71
T2723,S1181,CIVIL104,Model Exam,100,71
T2724,S1181,CIVIL103,Final Internal,100,71
T2725,S1182,EEE102,Internal 1,100,57
T2726,S1182,EEE105,Internal 2,100,54
T2727,S1182,EEE105,Model Exam,100,53
T2728,S1182,EEE103,Final Internal,100,48
T2729,S1183,CSE101,Internal 1,100,83
T2730,S1183,CSE105,Internal 2,100,83
T2731,S1183,CSE103,Model Exam,100,83
T2732,S1183,CSE103,Final Internal,100,83
T2733,S1184,CSE102,Internal 1,100,98
T2734,S1184,CSE104,Internal 2,100,98
T2735,S1184,CSE101,Model Exam,100,98
T2736,S1184,CSE101,Final Internal,100,98
T2737,S1185,CIVIL103,Internal 1,100,48
T2738,S1185,CIVIL103,Internal 2,100,43
T2739,S1185,CIVIL105,Model Exam,100,39
T2740,S1185,CIVIL102,Final Internal,100,35
T2741,S1186,CSE103,Internal 1,100,68
T2742,S1186,CSE103,Internal 2,100,68
T2743,S1186,CSE103,Model Exam,100,68
T2744,S1186,CSE104,Final Internal,100,68
T2745,S1187,EEE102,Internal 1,100,77
T2746,S1187,EEE101,Internal 2,100,77
T2747,S1187,EEE105,Model Exam,100,77
T2748,S1187,EEE105,Final Internal,100,77
T2749,S1188,ECE103,Internal 1,100,63
T2750,S1188,ECE103,Internal 2,100,63
T2751,S1188,ECE102,Model Exam,100,63
T2752,S1188,ECE104,Final Internal,100,63
T2753,S1189,EEE103,Internal 1,100,70
T2754,S1189,EEE104,Internal 2,100,70
T2755,S1189,EEE104,Model Exam,100,70
T2756,S1189,EEE103,Final Internal,100,70
T2757,S1190,EEE105,Internal 1,100,47
T2758,S1190,EEE105,Internal 2,100,45
T2759,S1190,EEE101,Model Exam,100,40
T2760,S1190,EEE104,Final Internal,100,38
T2761,S1191,EEE102,Internal 1,100,89
T2762,S1191,EEE103,Internal 2,100,89
T2763,S1191,EEE102,Model Exam,100,89
T2764,S1191,EEE105,Final Internal,100,89
T2765,S1192,MECH104,Internal 1,100,67
T2766,S1192,MECH102,Internal 2,100,67
T2767,S1192,MECH103,Model Exam,100,67
T2768,S1192,MECH102,Final Internal,100,67
T2769,S1193,ECE104,Internal 1,100,98
T2770,S1193,ECE102,Internal 2,100,98
T2771,S1193,ECE102,Model Exam,100,98
T2772,S1193,ECE101,Final Internal,100,98
T2773,S1194,EEE103,Internal 1,100,37
T2774,S1194,EEE103,Internal 2,100,36
T2775,S1194,EEE102,Model Exam,100,35
T2776,S1194,EEE102,Final Internal,100,35
T2777,S1195,EEE105,Internal 1,100,69
T2778,S1195,EEE102,Internal 2,100,69
T2779,S1195,EEE102,Model Exam,100,69
T2780,S1195,EEE101,Final Internal,100,69
T2781,S1196,EEE104,Internal 1,100,82
T2782,S1196,EEE105,Internal 2,100,82
T2783,S1196,EEE102,Model Exam,100,82
T2784,S1196,EEE105,Final Internal,100,82
T2785,S1197,ECE102,Internal 1,100,70
T2786,S1197,ECE101,Internal 2,100,70
T2787,S1197,ECE102,Model Exam,100,70
T2788,S1197,ECE101,Final Internal,100,70
T2789,S1198,MECH101,Internal 1,100,81
T2790,S1198,MECH104,Internal 2,100,81
T2791,S1198,MECH103,Model Exam,100,81
T2792,S1198,MECH104,Final Internal,100,81
T2793,S1199,CIVIL103,Internal 1,100,85
T2794,S1199,CIVIL105,Internal 2,100,85
T2795,S1199,CIVIL104,Model Exam,100,85
T2796,S1199,CIVIL105,Final Internal,100,85
T2797,S1200,MECH101,Internal 1,100,82
T2798,S1200,MECH101,Internal 2,100,82
T2799,S1200,MECH104,Model Exam,100,82
T2800,S1200,MECH103,Final Internal,100,82
T2801,S1201,CIVIL101,Internal 1,100,41
T2802,S1201,CIVIL105,Internal 2,100,37
T2803,S1201,CIVIL101,Model Exam,100,35
T2804,S1201,CIVIL101,Final Internal,100,35
T2805,S1202,CSE104,Internal 1,100,45
T2806,S1202,CSE104,Internal 2,100,43
T2807,S1202,CSE104,Model Exam,100,39
T2808,S1202,CSE101,Final Internal,100,35
T2809,S1203,EEE103,Internal 1,100,48
T2810,S1203,EEE102,Internal 2,100,48
T2811,S1203,EEE105,Model Exam,100,48
T2812,S1203,EEE104,Final Internal,100,48
T2813,S1204,MECH103,Internal 1,100,35
T2814,S1204,MECH101,Internal 2,100,35
T2815,S1204,MECH103,Model Exam,100,35
T2816,S1204,MECH102,Final Internal,100,35
T2817,S1205,CIVIL102,Internal 1,100,80
T2818,S1205,CIVIL102,Internal 2,100,80
T2819,S1205,CIVIL102,Model Exam,100,80
T2820,S1205,CIVIL102,Final Internal,100,80
T2821,S1206,ECE104,Internal 1,100,66
T2822,S1206,ECE102,Internal 2,100,66
T2823,S1206,ECE102,Model Exam,100,66
T2824,S1206,ECE102,Final Internal,100,66
T2825,S1207,CIVIL102,Internal 1,100,95
T2826,S1207,CIVIL105,Internal 2,100,95
T2827,S1207,CIVIL104,Model Exam,100,95
T2828,S1207,CIVIL105,Final Internal,100,95
T2829,S1208,MECH102,Internal 1,100,78
T2830,S1208,MECH105,Internal 2,100,78
T2831,S1208,MECH104,Model Exam,100,78
T2832,S1208,MECH102,Final Internal,100,78
T2833,S1209,EEE101,Internal 1,100,67
T2834,S1209,EEE101,Internal 2,100,67
T2835,S1209,EEE103,Model Exam,100,67
T2836,S1209,EEE103,Final Internal,100,67
T2837,S1210,EEE102,Internal 1,100,93
T2838,S1210,EEE103,Internal 2,100,93
T2839,S1210,EEE101,Model Exam,100,93
T2840,S1210,EEE103,Final Internal,100,93
T2841,S1211,ECE101,Internal 1,100,100
T2842,S1211,ECE102,Internal 2,100,100
T2843,S1211,ECE101,Model Exam,100,100
T2844,S1211,ECE103,Final Internal,100,100
T2845,S1212,MECH103,Internal 1,100,83
T2846,S1212,MECH103,Internal 2,100,83
T2847,S1212,MECH105,Model Exam,100,83
T2848,S1212,MECH103,Final Internal,100,83
T2849,S1213,MECH102,Internal 1,100,35
T2850,S1213,MECH101,Internal 2,100,35
T2851,S1213,MECH104,Model Exam,100,35
T2852,S1213,MECH101,Final Internal,100,35
T2853,S1214,EEE101,Internal 1,100,74
T2854,S1214,EEE104,Internal 2,100,74
T2855,S1214,EEE102,Model Exam,100,74
T2856,S1214,EEE103,Final Internal,100,74
T2857,S1215,CSE104,Internal 1,100,41
T2858,S1215,CSE101,Internal 2,100,41
T2859,S1215,CSE101,Model Exam,100,41
T2860,S1215,CSE103,Final Internal,100,41
T2861,S1216,CSE101,Internal 1,100,71
T2862,S1216,CSE105,Internal 2,100,71
T2863,S1216,CSE102,Model Exam,100,71
T2864,S1216,CSE102,Final Internal,100,71
T2865,S1217,CSE103,Internal 1,100,49
T2866,S1217,CSE101,Internal 2,100,46
T2867,S1217,CSE101,Model Exam,100,44
T2868,S1217,CSE101,Final Internal,100,39
T2869,S1218,CIVIL103,Internal 1,100,70
T2870,S1218,CIVIL105,Internal 2,100,70
T2871,S1218,CIVIL101,Model Exam,100,70
T2872,S1218,CIVIL103,Final Internal,100,70
T2873,S1219,MECH104,Internal 1,100,37
T2874,S1219,MECH102,Internal 2,100,35
T2875,S1219,MECH104,Model Exam,100,35
T2876,S1219,MECH101,Final Internal,100,35
T2877,S1220,EEE104,Internal 1,100,69
T2878,S1220,EEE103,Internal 2,100,69
T2879,S1220,EEE103,Model Exam,100,69
T2880,S1220,EEE105,Final Internal,100,69
T2881,S1221,CSE103,Internal 1,100,53
T2882,S1221,CSE103,Internal 2,100,49
T2883,S1221,CSE101,Model Exam,100,44
T2884,S1221,CSE103,Final Internal,100,42
T2885,S1222,EEE102,Internal 1,100,64
T2886,S1222,EEE103,Internal 2,100,64
T2887,S1222,EEE102,Model Exam,100,64
T2888,S1222,EEE102,Final Internal,100,64
T2889,S1223,CIVIL105,Internal 1,100,78
T2890,S1223,CIVIL105,Internal 2,100,78
T2891,S1223,CIVIL105,Model Exam,100,78
T2892,S1223,CIVIL104,Final Internal,100,78
T2893,S1224,CSE105,Internal 1,100,78
T2894,S1224,CSE105,Internal 2,100,78
T2895,S1224,CSE102,Model Exam,100,78
T2896,S1224,CSE101,Final Internal,100,78
T2897,S1225,CIVIL105,Internal 1,100,74
T2898,S1225,CIVIL105,Internal 2,100,74
T2899,S1225,CIVIL103,Model Exam,100,74
T2900,S1225,CIVIL104,Final Internal,100,74
T2901,S1226,MECH102,Internal 1,100,50
T2902,S1226,MECH105,Internal 2,100,47
T2903,S1226,MECH104,Model Exam,100,45
T2904,S1226,MECH104,Final Internal,100,42
T2905,S1227,ECE103,Internal 1,100,35
T2906,S1227,ECE103,Internal 2,100,35
T2907,S1227,ECE105,Model Exam,100,35
T2908,S1227,ECE105,Final Internal,100,35
T2909,S1228,CIVIL102,Internal 1,100,40
T2910,S1228,CIVIL101,Internal 2,100,40
T2911,S1228,CIVIL103,Model Exam,100,40
T2912,S1228,CIVIL105,Final Internal,100,40
T2913,S1229,MECH103,Internal 1,100,35
T2914,S1229,MECH103,Internal 2,100,35
T2915,S1229,MECH101,Model Exam,100,35
T2916,S1229,MECH103,Final Internal,100,35
T2917,S1230,CSE103,Internal 1,100,87
T2918,S1230,CSE103,Internal 2,100,87
T2919,S1230,CSE103,Model Exam,100,87
T2920,S1230,CSE105,Final Internal,100,87
T2921,S1231,MECH105,Internal 1,100,87
T2922,S1231,MECH105,Internal 2,100,87
T2923,S1231,MECH101,Model Exam,100,87
T2924,S1231,MECH101,Final Internal,100,87
T2925,S1232,ECE103,Internal 1,100,43
T2926,S1232,ECE102,Internal 2,100,41
T2927,S1232,ECE103,Model Exam,100,38
T2928,S1232,ECE102,Final Internal,100,37
T2929,S1233,CIVIL105,Internal 1,100,100
T2930,S1233,CIVIL104,Internal 2,100,100
T2931,S1233,CIVIL102,Model Exam,100,100
T2932,S1233,CIVIL105,Final Internal,100,100
T2933,S1234,ECE101,Internal 1,100,83
T2934,S1234,ECE105,Internal 2,100,83
T2935,S1234,ECE104,Model Exam,100,83
T2936,S1234,ECE103,Final Internal,100,83
T2937,S1235,EEE105,Internal 1,100,76
T2938,S1235,EEE104,Internal 2,100,76
T2939,S1235,EEE103,Model Exam,100,76
T2940,S1235,EEE104,Final Internal,100,76
T2941,S1236,EEE105,Internal 1,100,92
T2942,S1236,EEE101,Internal 2,100,92
T2943,S1236,EEE101,Model Exam,100,92
T2944,S1236,EEE104,Final Internal,100,92
T2945,S1237,CIVIL103,Internal 1,100,73
T2946,S1237,CIVIL102,Internal 2,100,73
T2947,S1237,CIVIL103,Model Exam,100,73
T2948,S1237,CIVIL102,Final Internal,100,73
T2949,S1238,CSE103,Internal 1,100,95
T2950,S1238,CSE105,Internal 2,100,95
T2951,S1238,CSE101,Model Exam,100,95
T2952,S1238,CSE104,Final Internal,100,95
T2953,S1239,EEE105,Internal 1,100,48
T2954,S1239,EEE101,Internal 2,100,48
T2955,S1239,EEE101,Model Exam,100,48
T2956,S1239,EEE103,Final Internal,100,48
T2957,S1240,CIVIL101,Internal 1,100,41
T2958,S1240,CIVIL103,Internal 2,100,38
T2959,S1240,CIVIL102,Model Exam,100,35
T2960,S1240,CIVIL105,Final Internal,100,35
T2961,S1241,MECH101,Internal 1,100,36
T2962,S1241,MECH102,Internal 2,100,35
T2963,S1241,MECH101,Model Exam,100,35
T2964,S1241,MECH104,Final Internal,100,35
T2965,S1242,ECE104,Internal 1,100,71
T2966,S1242,ECE104,Internal 2,100,71
T2967,S1242,ECE103,Model Exam,100,71
T2968,S1242,ECE102,Final Internal,100,71
T2969,S1243,EEE105,Internal 1,100,66
T2970,S1243,EEE102,Internal 2,100,66
T2971,S1243,EEE101,Model Exam,100,66
T2972,S1243,EEE105,Final Internal,100,66
T2973,S1244,ECE105,Internal 1,100,51
T2974,S1244,ECE105,Internal 2,100,48
T2975,S1244,ECE104,Model Exam,100,47
T2976,S1244,ECE102,Final Internal,100,43
T2977,S1245,MECH103,Internal 1,100,98
T2978,S1245,MECH102,Internal 2,100,98
T2979,S1245,MECH101,Model Exam,100,98
T2980,S1245,MECH101,Final Internal,100,98
T2981,S1246,CSE101,Internal 1,100,93
T2982,S1246,CSE105,Internal 2,100,93
T2983,S1246,CSE104,Model Exam,100,93
T2984,S1246,CSE105,Final Internal,100,93
T2985,S1247,CSE102,Internal 1,100,76
T2986,S1247,CSE101,Internal 2,100,76
T2987,S1247,CSE105,Model Exam,100,76
T2988,S1247,CSE105,Final Internal,100,76
T2989,S1248,CIVIL104,Internal 1,100,78
T2990,S1248,CIVIL105,Internal 2,100,78
T2991,S1248,CIVIL104,Model Exam,100,78
T2992,S1248,CIVIL104,Final Internal,100,78
T2993,S1249,CIVIL103,Internal 1,100,81
T2994,S1249,CIVIL102,Internal 2,100,81
T2995,S1249,CIVIL101,Model Exam,100,81
T2996,S1249,CIVIL104,Final Internal,100,81
T2997,S1250,EEE105,Internal 1,100,35
T2998,S1250,EEE103,Internal 2,100,35
T2999,S1250,EEE103,Model Exam,100,35
T3000,S1250,EEE102,Final Internal,100,35
T3001,S1251,CSE103,Internal 1,100,68
T3002,S1251,CSE105,Internal 2,100,68
T3003,S1251,CSE105,Model Exam,100,68
T3004,S1251,CSE102,Final Internal,100,68
T3005,S1252,CIVIL105,Internal 1,100,43
T3006,S1252,CIVIL101,Internal 2,100,41
T3007,S1252,CIVIL103,Model Exam,100,36
T3008,S1252,CIVIL102,Final Internal,100,35
T3009,S1253,MECH105,Internal 1,100,97
T3010,S1253,MECH105,Internal 2,100,97
T3011,S1253,MECH102,Model Exam,100,97
T3012,S1253,MECH105,Final Internal,100,97
T3013,S1254,CSE104,Internal 1,100,74
T3014,S1254,CSE103,Internal 2,100,74
T3015,S1254,CSE102,Model Exam,100,74
T3016,S1254,CSE101,Final Internal,100,74
T3017,S1255,ECE105,Internal 1,100,83
T3018,S1255,ECE104,Internal 2,100,83
T3019,S1255,ECE102,Model Exam,100,83
T3020,S1255,ECE103,Final Internal,100,83
T3021,S1256,CSE104,Internal 1,100,73
T3022,S1256,CSE104,Internal 2,100,73
T3023,S1256,CSE105,Model Exam,100,73
T3024,S1256,CSE103,Final Internal,100,73
T3025,S1257,MECH103,Internal 1,100,74
T3026,S1257,MECH105,Internal 2,100,74
T3027,S1257,MECH104,Model Exam,100,74
T3028,S1257,MECH105,Final Internal,100,74
T3029,S1258,CSE101,Internal 1,100,71
T3030,S1258,CSE101,Internal 2,100,71
T3031,S1258,CSE104,Model Exam,100,71
T3032,S1258,CSE104,Final Internal,100,71
T3033,S1259,ECE101,Internal 1,100,40
T3034,S1259,ECE102,Internal 2,100,38
T3035,S1259,ECE101,Model Exam,100,36
T3036,S1259,ECE104,Final Internal,100,35
T3037,S1260,ECE102,Internal 1,100,69
T3038,S1260,ECE104,Internal 2,100,69
T3039,S1260,ECE103,Model Exam,100,69
T3040,S1260,ECE102,Final Internal,100,69
T3041,S1261,ECE101,Internal 1,100,56
T3042,S1261,ECE105,Internal 2,100,53
T3043,S1261,ECE104,Model Exam,100,52
T3044,S1261,ECE105,Final Internal,100,51
T3045,S1262,CSE104,Internal 1,100,67
T3046,S1262,CSE102,Internal 2,100,67
T3047,S1262,CSE105,Model Exam,100,67
T3048,S1262,CSE105,Final Internal,100,67
T3049,S1263,MECH105,Internal 1,100,46
T3050,S1263,MECH101,Internal 2,100,44
T3051,S1263,MECH102,Model Exam,100,40
T3052,S1263,MECH103,Final Internal,100,36
T3053,S1264,CIVIL103,Internal 1,100,70
T3054,S1264,CIVIL101,Internal 2,100,70
T3055,S1264,CIVIL103,Model Exam,100,70
T3056,S1264,CIVIL101,Final Internal,100,70
T3057,S1265,ECE102,Internal 1,100,95
T3058,S1265,ECE102,Internal 2,100,95
T3059,S1265,ECE104,Model Exam,100,95
T3060,S1265,ECE102,Final Internal,100,95
T3061,S1266,MECH104,Internal 1,100,44
T3062,S1266,MECH102,Internal 2,100,39
T3063,S1266,MECH105,Model Exam,100,38
T3064,S1266,MECH101,Final Internal,100,35
T3065,S1267,MECH105,Internal 1,100,83
T3066,S1267,MECH102,Internal 2,100,83
T3067,S1267,MECH104,Model Exam,100,83
T3068,S1267,MECH103,Final Internal,100,83
T3069,S1268,CSE101,Internal 1,100,65
T3070,S1268,CSE102,Internal 2,100,65
T3071,S1268,CSE102,Model Exam,100,65
T3072,S1268,CSE101,Final Internal,100,65
T3073,S1269,CSE104,Internal 1,100,80
T3074,S1269,CSE101,Internal 2,100,80
T3075,S1269,CSE103,Model Exam,100,80
T3076,S1269,CSE102,Final Internal,100,80
T3077,S1270,MECH101,Internal 1,100,57
T3078,S1270,MECH101,Internal 2,100,54
T3079,S1270,MECH102,Model Exam,100,53
T3080,S1270,MECH104,Final Internal,100,49
T3081,S1271,MECH101,Internal 1,100,54
T3082,S1271,MECH105,Internal 2,100,54
T3083,S1271,MECH101,Model Exam,100,54
T3084,S1271,MECH104,Final Internal,100,54
T3085,S1272,MECH104,Internal 1,100,80
T3086,S1272,MECH101,Internal 2,100,80
T3087,S1272,MECH101,Model Exam,100,80
T3088,S1272,MECH105,Final Internal,100,80
T3089,S1273,CSE105,Internal 1,100,67
T3090,S1273,CSE102,Internal 2,100,67
T3091,S1273,CSE101,Model Exam,100,67
T3092,S1273,CSE101,Final Internal,100,67
T3093,S1274,CSE103,Internal 1,100,98
T3094,S1274,CSE104,Internal 2,100,98
T3095,S1274,CSE102,Model Exam,100,98
T3096,S1274,CSE105,Final Internal,100,98
T3097,S1275,CIVIL101,Internal 1,100,78
T3098,S1275,CIVIL104,Internal 2,100,78
T3099,S1275,CIVIL105,Model Exam,100,78
T3100,S1275,CIVIL105,Final Internal,100,78
T3101,S1276,MECH101,Internal 1,100,81
T3102,S1276,MECH103,Internal 2,100,81
T3103,S1276,MECH104,Model Exam,100,81
T3104,S1276,MECH104,Final Internal,100,81
T3105,S1277,CIVIL102,Internal 1,100,51
T3106,S1277,CIVIL105,Internal 2,100,49
T3107,S1277,CIVIL102,Model Exam,100,47
T3108,S1277,CIVIL102,Final Internal,100,45
T3109,S1278,MECH103,Internal 1,100,41
T3110,S1278,MECH102,Internal 2,100,41
T3111,S1278,MECH101,Model Exam,100,41
T3112,S1278,MECH105,Final Internal,100,41
T3113,S1279,ECE101,Internal 1,100,83
T3114,S1279,ECE104,Internal 2,100,83
T3115,S1279,ECE105,Model Exam,100,83
T3116,S1279,ECE105,Final Internal,100,83
T3117,S1280,EEE103,Internal 1,100,88
T3118,S1280,EEE103,Internal 2,100,88
T3119,S1280,EEE104,Model Exam,100,88
T3120,S1280,EEE104,Final Internal,100,88
T3121,S1281,CSE103,Internal 1,100,46
T3122,S1281,CSE102,Internal 2,100,43
T3123,S1281,CSE101,Model Exam,100,38
T3124,S1281,CSE102,Final Internal,100,36
T3125,S1282,CIVIL105,Internal 1,100,69
T3126,S1282,CIVIL102,Internal 2,100,69
T3127,S1282,CIVIL101,Model Exam,100,69
T3128,S1282,CIVIL103,Final Internal,100,69
T3129,S1283,MECH103,Internal 1,100,45
T3130,S1283,MECH103,Internal 2,100,40
T3131,S1283,MECH104,Model Exam,100,35
T3132,S1283,MECH103,Final Internal,100,35
T3133,S1284,CSE103,Internal 1,100,74
T3134,S1284,CSE103,Internal 2,100,74
T3135,S1284,CSE102,Model Exam,100,74
T3136,S1284,CSE101,Final Internal,100,74
T3137,S1285,EEE104,Internal 1,100,90
T3138,S1285,EEE104,Internal 2,100,90
T3139,S1285,EEE105,Model Exam,100,90
T3140,S1285,EEE102,Final Internal,100,90
T3141,S1286,CSE105,Internal 1,100,89
T3142,S1286,CSE104,Internal 2,100,89
T3143,S1286,CSE101,Model Exam,100,89
T3144,S1286,CSE104,Final Internal,100,89
T3145,S1287,EEE104,Internal 1,100,80
T3146,S1287,EEE103,Internal 2,100,80
T3147,S1287,EEE104,Model Exam,100,80
T3148,S1287,EEE101,Final Internal,100,80
T3149,S1288,ECE103,Internal 1,100,86
T3150,S1288,ECE101,Internal 2,100,86
T3151,S1288,ECE103,Model Exam,100,86
T3152,S1288,ECE103,Final Internal,100,86
T3153,S1289,CIVIL101,Internal 1,100,54
T3154,S1289,CIVIL105,Internal 2,100,54
T3155,S1289,CIVIL101,Model Exam,100,54
T3156,S1289,CIVIL105,Final Internal,100,54
T3157,S1290,CSE105,Internal 1,100,69
T3158,S1290,CSE101,Internal 2,100,69
T3159,S1290,CSE105,Model Exam,100,69
T3160,S1290,CSE104,Final Internal,100,69
T3161,S1291,CIVIL102,Internal 1,100,71
T3162,S1291,CIVIL105,Internal 2,100,71
T3163,S1291,CIVIL101,Model Exam,100,71
T3164,S1291,CIVIL103,Final Internal,100,71
T3165,S1292,CSE103,Internal 1,100,74
T3166,S1292,CSE105,Internal 2,100,74
T3167,S1292,CSE104,Model Exam,100,74
T3168,S1292,CSE105,Final Internal,100,74
T3169,S1293,EEE102,Internal 1,100,89
T3170,S1293,EEE102,Internal 2,100,89
T3171,S1293,EEE103,Model Exam,100,89
T3172,S1293,EEE102,Final Internal,100,89
T3173,S1294,MECH103,Internal 1,100,84
T3174,S1294,MECH102,Internal 2,100,84
T3175,S1294,MECH101,Model Exam,100,84
T3176,S1294,MECH102,Final Internal,100,84
T3177,S1295,CIVIL102,Internal 1,100,53
T3178,S1295,CIVIL105,Internal 2,100,51
T3179,S1295,CIVIL101,Model Exam,100,47
T3180,S1295,CIVIL104,Final Internal,100,42
T3181,S1296,EEE104,Internal 1,100,84
T3182,S1296,EEE101,Internal 2,100,84
T3183,S1296,EEE101,Model Exam,100,84
T3184,S1296,EEE101,Final Internal,100,84
T3185,S1297,CSE101,Internal 1,100,68
T3186,S1297,CSE104,Internal 2,100,68
